example,label
@meral_aksener Şehit edenler kimdi meral hanım hdpden telkin aldığınız o kadar açık ki kılıçdaroğluyla siz kahrolsun pkk bile diyemiyorsunuz pkk diyin pkk korkmayın bırakın oyu moyu.,manipulative
@meral_aksener Bunun adı siyaset değil hatta tiyatro dahi diyemiyorum rezillik alçaklık riyakarlık ayıp yeter artık milleti  böyle kandıracağınızı mı zannediyorsunuz,manipulative
@meral_aksener Meral hanim adiniz tezgahciya cikacak. Dun de Erzurum'daydim nasil esnafi dinledigini yakindan gordum.,not manipulative
@ekrem_imamoglu  https://t.co/tPodZMZYfn,unusable
@MHP_Bilgi İnsanlara eyt sözü verip oy toplamak ve eyt için hiçbirşey yapmamak ne oluyor adını koyar mısınız oy hırsızı olmasın ?? Siz ilk önce sözünüzde durun haram zıkkım olsun verdiğimiz oylar hakkımız helal değildir…,manipulative
@MHP_Bilgi Siyasi diliniz ile insanları kendinizden soğutuyorsunuz,not manipulative
"@BY Bizim ülkemizi etsinler sıkıntı yok yani? Siz avrupaya mülteci kartını gösterin karşılığında avrupa ülkede yaşanan haksızlıklara hukuksuzluklara sesini çıkarmasın. İstediğiniz, yapmaya çalıştığınız bu değilmi?",manipulative
@meral_aksener,unusable
@meral_aksener @UGUR__POYRAZ Tek Çözüm Sine-i Millet.,not manipulative
"@meral_aksener Haka dalavere hala Tol vaz geçmeyecekler,Sizlerin iktidar olduğunuzu da gördük.Tarzanlığa gerek yok",manipulative
@faikoztrak Faik Yedi sülalelen Bürokratik Yaptı Sende Öyle Çaktığın Bir Çiviyi Göster Samimiyetini Görelim .,not manipulative
@meral_aksener @senolsunat #MilletBiziÇağırıyor 🇹🇷☀️,not manipulative
@meral_aksener 2000 öncesini bi anlasaydın keşke,not manipulative
@MHP_Bilgi  https://t.co/bIt0uQhLFd,unusable
@MHP_Bilgi ALLAH cc rahmet eylesin mekanı üst cennet olsun İNşALLAH,not manipulative
@meral_aksener @RTErdogan @kilicdarogluk @dbdevletbahceli özel üniversite patronları baskı yaptı gençleri filan düşündükleri yok birazda oy davası  çalışan öğrenci sürekli madur oluyor  çalış fetö engel olsun çalış Bahçeli engel olsun Bahçeli DGS yede bir el at hadi sana zahmet,not manipulative
@RTErdogan I am not saying Turkey should have bad relation with Pakistan and good relation with India. But what ever you do remember Jinnah was against Khilafat movement while Gandhi was in favour of Khilafat movement. @PMOIndia @ImranKhanPTI @RajivMessage @Swamy39 @ShashiTharoor,unusable
"@meral_aksener ""Afganlı mültecileri Biden alsın."" #Afganistan #Muelteciİstemiyoruz #UElkemdeSığınmacıİstemiyorum  https://t.co/uS4bsZauPq",not manipulative
"@BY Peki bu durumda Mülteciler, Ülkemizi istila etmiş ve büyük sorunlarla karşılaşmış olmuyor muyuz?",manipulative
@ekrem_imamoglu Yaptığınız taklitten öteye gitmez. Gerçek yüzünüzü gösteriniz tabi varsa.,manipulative
"@ekrem_imamoglu Sinoptan sonra nereye tatile geçmeyi düşünüyorsunuz,bizi aydınlatsanız da merakımızı gidersek",manipulative
@ekrem_imamoglu Dayanışmanın ilk koşulu; çadır kurmak. O da bişey tabi  https://t.co/55psBwIzo2,not manipulative
@meral_aksener İP'li Meral Akşener Bu seferde Erzincan'da tepki gördü. Az kaldı tükürürler yüzüne,manipulative
@meral_aksener Sayın başkan her şey bitti de gençlerin üzerinden başladınız tiyatroya yapmaya. Horasan da Kağızmanlı gencin tiyatrosu. Devamı var mı bunun,not manipulative
@herkesicinCHP chp gençlik kolları öfkeliymiş yani ayrıca bağnaz ve faşistsiniz de :) sınırın namus olduğunuz bildiğimiz için duvar ördük ortağınız hdp karşı çıksa da barajlarla yollarını kapattık😏,manipulative
@tcbestepe Bu durumlar hızla yayılıyor ve bir felakete dönüşmeden ortamı yatıştırmanız gerekiyor.,not manipulative
@meral_aksener,unusable
@MHP_Bilgi @Avkthalilozturk ALLAH rahmet eylesin mekanı cennet olsun inşallah,not manipulative
@ekrem_imamoglu @mansuryavas06 @haluklevent @ahbapplatformu,unusable
@meral_aksener #PkkYaktıSizSustunuz,unusable
"@MHP_Bilgi Asker Kimliğinin Yanı Sıra Felsefeci Bakış Açısıyla Mustafa Kemal Atatürk'ün ""Özgürlük"" Hakkındaki Düşünceleri?   https://t.co/0gyNNT5x9F",not manipulative
@tcbestepe @RTErdogan @dbdevletbahceli @MHP_Gundemi @iletisim @suleymansoylu @murat_kurum  Acilen bir '' AFET ve OLAĞANÜSTÜ DURUMLAR BAKANLIĞI'' kurulup ilgili tüm kurumlar  bu bakanlığa bağlanır ve afetler açısından tüm imar planları bu bakanlıkça  onaylanırsa faydalı olur.,not manipulative
@ikalin1 İbo fetönün hangi yurtlarında abilik yaptın anlatta dinleyelim,manipulative
@ekrem_imamoglu Kolay gelsin Sevgili Başkan,not manipulative
"@ekrem_imamoglu Eğitimde bir sınıf düşünün:bir öğrenci öğretmeninden daha bilgili daha yetenekli.bir yarışmaya katılma kararı,o yarışa hangi öğrencinin katılacağı kararı öğretmenin yetkisi ve başka öğrenciyle yarışa katılma kararı veriyor.Eğer sınıftaki diğer öğrenciler bu duruma göz yumuyorsa..",not manipulative
@ekrem_imamoglu Moloz TOPRAK doldurduğun Hattamı Çalışacak Bu Bayanlar Evetse O Zaman Buda SHOW demektir Çünkü Metro Hattını DOLDURUNCA kullanacak Metroda Yok Demektir YANLIŞMI?,not manipulative
@BY Amin inşallah,not manipulative
@meral_aksener @iyiparti  https://t.co/BlpWJAIUK1 NEDEN TÜRK HALKININ GELECEĞİYLE OYNUYORSUNUZ???‼️ @iyiparti @yavuzagiraliog @LutfuTurkkan @TCAytunCiray 👇⚡⚡   https://t.co/BlpWJAIUK1,unusable
"@ekrem_imamoglu İbb sözde her yerde de, bir istanbulda değil Yalanlarla ve reklamla nereye kadar?",not manipulative
@meral_aksener Senden uzak durarak vebaldende uzak kalırız Meral ebe….,manipulative
@ekrem_imamoglu Başakşehir 2.Etap Mehmet Akif Ersoy Cad neredeyse 1 yıldır böyle 2 kişi yan yana geçemiyor koskoca cadde kapalı sayın başkan nasıl metro ağı örmek bu. Yıllardır bir çivi bile çakılmadı öylece duruyor. Bilginiz var mı?  https://t.co/R4R5YINJQA,not manipulative
@meral_aksener Biz de tiyatronuzdan adınıza utandık,manipulative
@MHP_Bilgi o bayrak asilirken neredeydiniz bu kaçaklar sizin @Akparti ye desteginizle oluştu bırakın Show yapmayı,manipulative
"@ekrem_imamoglu İBB'nin hayvan barınağında toplu mezar  ▪️İBB’ye bağlı Sahipsiz Hayvan Geçici Bakımevi’nin yakınındaki bahçede kazılmış çukur içerisinde, çürümeye bırakılmış onlarca kedi ve köpek cesedi olduğu görüldü. ""Balık baştan kokar"" demiş atalarımız..!!    https://t.co/BCRZPkiQLS",manipulative
@RTErdogan Allah senden razı olsun  Devlemtimiz var oslun 🇹🇷❤️🇵🇰,not manipulative
@ekrem_imamoglu Evet şimdi hiç kimseye hizmet etmeyeceğim diyen bir yönetim var,not manipulative
@MHP_Bilgi Kılıç hakkıyla alınan bu cennet vatanı canlar kanlar feda edilen vatan toprağını vatansızlara bırakmayacağız vatanı için ölmeyelenlerin vatanı değil burası Türkiye cumhuriyetidir milyonlarca şehidin kanıyla sulanmıstır bu topraklar gereken evli evine köylü köyüne,not manipulative
@ekrem_imamoglu 💎🤝🏻🙏🏼🙌🏼👏👏🌿☘🌳🌱BRAVO BAŞKAN,unusable
@Akparti Katil hain hırsız sapık değiliz  #EhliyetAffı Gelmeli,unusable
@iyiparti @meral_aksener Ha ziktirin lan daha çok beklersiniz ...,manipulative
"@ekrem_imamoglu @Mrt_Ongun  Hangi film bu? ""Zabıtalar da Sever"" mi? #ibbdökülüyor",not manipulative
"@meral_aksener Askerime polisime, devletime sadik kurt kardesime kursun sikan pkk ve yan kurulusu hdp bu ulke icin tehdittir.Ama demokrasi ile baslayan koruma guven verme hatalidir. Onlarin verdigi destege ortak olmakda hatalidir, (imamoglu) gibi. Mutlaka diyetini isterler.",not manipulative
@meral_aksener Yine ajans işi tiyatro teyze bıkmayacakmısın bu yalan algı tiyatrolarından tiskinti verdin artık,manipulative
@tcbestepe @RTErdogan Niye düzgün ülkeler gelmez bize bunlar para istemeye geliyorlar galiba,not manipulative
"@iyiparti @tatliogluismail Meral Akşener’in kahvehane ziyaretinde tepki gösteren şehit ağabeyi: ""Önceden ayarlanmış bir olay. Yalan söylüyordu tepki gösterdim""  https://t.co/ny0T9NOKnw",unusable
@ekrem_imamoglu açıklama yapacakmısınız ???,not manipulative
@faikoztrak 2001 diyorum. O meşum ekonomi kriz diyorum. Kemal Derviş diyorum. Bir gecede batan 26 banka diyorum ve püüüüf olan 65 milyar dolar diyorum. Milletin sırtına yüklediğin 150 milyar dolar diyorum..  Bir de IMF direktörü kottarelli diyorum!!  Allah aşkına çok mu şey diyorum..,not manipulative
@ekrem_imamoglu Bir yerlerine beton yetmez,not manipulative
@tcbestepe Yapıyorsun bu işi emine annem,not manipulative
@BY burhan kuzu neden öldü ?  binbir türlü adam,not manipulative
@ekrem_imamoglu Büyük hizmet  artik şoförlerin bozulan otobüsleri yolculara ittirmesi yasak bunu yapan şoförün işine son verilecek teşekkürler ekrem başkan cok zor oluyordu,not manipulative
@ekrem_imamoglu,unusable
@meral_aksener Tipik Ermeni oyunu,manipulative
@meral_aksener  https://t.co/Nu14IsQcWb,unusable
@MHP_Bilgi Sağanda su dövüyorsun.,manipulative
@tcbestepe @RTErdogan #EYT  https://t.co/9kkdvGTr2C,unusable
@ekrem_imamoglu Deprem butcesini sifirlayan siz degil misiniz ibb de? Pr algi pr algi devam,not manipulative
"@ekrem_imamoglu Soruna bir de şu taraftan bakalım isterseniz; bizler sokakta yaralanan, hastalanan hayvanları neden güvenip barınaklara teslim etmiyoruz mesela? Evet, tam olarak bu yüzden! Sıfır çaba ve istekle çalışan personelleriniz sebebiyle.",not manipulative
@faikoztrak 👇⤵👇⤵👇  https://t.co/3BcG7wtpDC,unusable
@meral_aksener Başkanım kurtar bizi bu illetten Türkiyenin başına artık Türk milliyetçisi ağır başlı Türk milletini önemseyen birinin gelmesi şart,not manipulative
@tcbestepe @RTErdogan #PartiUEyeliğimİptal  Öğretmenlere ve velilere zorunlu aşı politikanızdan ötürü.  https://t.co/Og9lrxIVaY,manipulative
"@ekrem_imamoglu ""Kör ölür badem gözlü olur"" misali, günlerdir THK nın antika uçaklarını dillerinden düşürmeyenler, bu helikopterlerle ilgili tek kelime etti mi? Soruyoruz; Ekrem bey bu HELİKOPTERLER NEREDE?  https://t.co/JazeRGy3KK",not manipulative
@tcbestepe @tulay_andic @RTErdogan Eyvah yakında Pakistan ile tıpkı Suriye Esad gibi düşman olacağız...,manipulative
"@ekrem_imamoglu @tcbuyuksehir Yapmıyorlar başkanım on yıllık itfaiyeciyim, bu süreçte iki kez meclise geldi kanun teklifi olarak ama malum parti el kaldırıp indirip reddetti ikisinde de.",not manipulative
@faikoztrak #TibbiCihazaBorcunuODE  #tıbbicihaz #19ondukuzayoldu #fatihozfidanci  https://t.co/Yj3kneIEc9,unusable
@MHP_Bilgi Ruhları şad mekanları cennet olsun,not manipulative
@meral_aksener yapılan saldırıyı esefle kınıyorum. Demokratik bir ülkede yaşıyoruz. Sanki herkes pürüpakmış gibi her ağzınıza gelene fetöcü diyemezsiniz. Herşeyin başında düşüncelere ve fikirlere saygı duymayı siz yobazlara öğreteceğiz.,manipulative
@ekrem_imamoglu Her zaman vatandaşın yanında olun. Tatil falan sıkıntılı. Ama takım elbise ile olmuyor bence,not manipulative
@ekrem_imamoglu Resmi paylaşarak gizlenemezsin. Bu masumu katleden pkk yı isim vererek lanetlemedikçe,manipulative
@tcbestepe @RTErdogan Yav arkadaş kim bu lumbuye?,not manipulative
"@BY Adamın Avrupa'da malı mülkü var. Avrupa'nın istila edilmemesi, Avrupa'nın güvenliği önemli olan. Siz ne sandınız?",manipulative
@tcbestepe Sayın Erdoğan baskan biz size oy verdik LÜTFİYE SELVA CAM asparti kadın kolları başkanı Abdurrahman dilipak hakkında suç duyurusu diyor yani sonuçta feto ile mücadele eden dilipak milli görüş çü Lütfiye ney ciddi acaba iyi araştırması gerekiyor dikkat feto alçakları zart veriyor,not manipulative
@ekrem_imamoglu  @ibbBeyazmasa   Konu hakkındaki açıklamalarınızı bekliyoruz Sn. yetkililer...,not manipulative
@meral_aksener ile @kilicdarogluk  Av peşinde.  https://t.co/1oQxlYCYw9,manipulative
@BY Apdipaşa değil Abdipaşa,unusable
@meral_aksener  https://t.co/qWqa5U7ubz,unusable
@meral_aksener Yarın hangi şehre adam dövmeye gidiyos @meral_aksener apla? Cakma ülkücü iyi pensilvanya li maral,manipulative
@meral_aksener @UmitKaraca_ Sen anlamazsin o islerden libyada ne isimiz var diyenler sonra niye libyada degiliz demeye basladi,not manipulative
@tcbestepe @RTErdogan Neden sürekli garip isimli ülkeler bizi ziyaret ediyor da adı sanı olan ülkelerle bir görüşmemiz olmuyor,not manipulative
@ekrem_imamoglu Sayın Ekrem bey belediyelerde Hdpli ne olduğu belirsiz kişiler ne yapıyor bi açıklama yapacakmısınız? 500 kişilik kontenjan 1500 kişi ne yapıyor Kadıköy belediyesi araştırılsın umarım duyduklarım yalandır teşekkürler 🙏 @ekrem_imamoglu,not manipulative
@RTErdogan sayın Cumhurbaşkanı mız asgari ücret le çalışan bu faturayı nasıl diyecek size arzediyorum  https://t.co/JZuhNDRFzl,not manipulative
@ekrem_imamoglu koyu akpartiliyim ama hükümet çok başarısızdı. teşekkürler İMAMOĞLU,not manipulative
@ekrem_imamoglu Ya mansur başkanı ya da siz aday olmalısınız bu seçimde gitmeleri şart çare sizsiniz ve lütfen kırmayın bizi çünkü 1 seçim daha kazanamazlar kazanmamalılar.,not manipulative
@RTErdogan,unusable
@faikoztrak Faik bu senin ve de terörist silho için  https://t.co/KWwqdggxTa,manipulative
@meral_aksener Yazık bu gençlere. Sanki yabancı bir ülkede sığınmacı gibi. Bu yaştaki çocuğun iliklerine kadar girmiş umutsuzluk. Yetmez mi artık?,manipulative
"@BY Yanlis! TR ,icerideki bir avuç satilmisin AB'den aldiklari rusvet karsiliginda, siyasi ikballeri ugruna AB'nin her anlamda çöplüğü haline getirdikleri bir ülkedir",manipulative
@ekrem_imamoglu Normalde izne çıkman lazımdı başkanım😀,not manipulative
"@MHP_Bilgi Sayın Bahçeli, bu sözleri söylemek için geç kaldınız. Etrafımızda bir bakın kimler ile birlikte siniz?",not manipulative
@meral_aksener Lafa gelince yeni zelanda askerinin çanakkale savasında ne işi vardı diyoruz.bizim askerimizin ne işi var afganıstanda?aynı şey değilmi.,unusable
"@ekrem_imamoglu Tatil bitti sel çekildi ,bay Ekrem arzı endam edip kalıp gösteriyor. Ağaya oy beleş ,yersen",not manipulative
@tcbestepe sayın cumhurbaşkanım yaz okulu online olsun lütfen,not manipulative
@meral_aksener 🤣sen utanabiliyo musun fetös teyze,manipulative
"@tcbestepe @RTErdogan ""“Ümmetim, merhamete uğramış bir ümmettir. Ahirette azap görmeyecektir. Onun azabı / cezası, dünyada başına gelen fitneler / ağır imtihanlar, depremler, masum yere öldürülmeler gibi felaketler şeklinde verilir.”(Ebu Davud, Fiten, 7).HzMuhammed SAV",not manipulative
@meral_aksener #AyancıkAfetBölgesiİlanEdilsin #AyancıkAfetBölgesiİlanEdilsin,not manipulative
@tcbestepe Çay var dediler geldik! Çay yok mu çay?,not manipulative
@meral_aksener Gene yalan,manipulative
@ekrem_imamoglu Sadece onlar değil atlar nerede ??????,manipulative
@meral_aksener @Alper_YAGCI Milletimizin başı sağ olsun,not manipulative
@MHP_Bilgi Aynen aynen.,not manipulative
@meral_aksener Ben Kahramanmaraşlıyım ama istanbulda yaşıyorum ama inş Kahramanmaraşa bir şey olmaz,not manipulative
@tcbestepe 🇹🇷🇹🇷🇹🇷❤,not manipulative
"@meral_aksener @iyiparti Oğlum T.C kimliğine sahip Türk vatandaşı, 4 yıllık öğrenim süresince kullandığı KYK ücreti#21.240,00,-TL, geri ödemesi ise #39.413,05,-TL, faiz #18.173,05.-TL. KYK'nın bu soygununa bir dur diyecek vatan evladı yok mu? KYK soygununa son.",manipulative
"@ekrem_imamoglu Tüm erkeklerin yerine kadın şoförler getirin acilen. Son zamanlarda istanbul trafiğinde otobüsler gerçekten çok kötü kullanılıyor. Hiçbir kurala uymak yok, trafikte insan hayatını riske atıyorlar.",not manipulative
"@iyiparti Bunların herhangi bir afetle ilgili stratejik eylem planı, şöyle bir afet olursa bunu nasıl ranta çeviririz prensibidir.",not manipulative
@herkesicinCHP   Sütler aslansütü olmalı,not manipulative
@meral_aksener @BBahadirErdem Ne kolay siyaset aksini konuşana hakkını helal etme  aksini konuşanı koy tvtr sizin yapacaginiz siyaset batsin ezikler,manipulative
@RTErdogan #ÖğrenciAffı bekleyen binlerce öğrenci kararlarınızı bekliyor 🙏🏻,not manipulative
"@meral_aksener Bu uçağa binenlerin içinde neden bir tane Yaşlı, kadın veya kız çocuğu yoktur. Merak konusu?",unusable
@BY #Deprem# Sayın Milletvekilimiz. İzmir Depremi sonrası proje alanı dışında olanlara 1 çivi cakilmadi. 10 Ay oldu. Yeniden Deprem oluncami hatirlanacagiz.  https://t.co/XHrqJgyDBh,not manipulative
@ekrem_imamoglu Kadıköy'lü Sinop'lu hemşerileriniz olarak Teşekkür ederiz Başkanım.,not manipulative
"@ekrem_imamoglu Çok güzel. Yobazların derdi daim olsun. Kudurun yobazlar, kadınlar hayatın her alanında",manipulative
@meral_aksener Bu dünyanın enayisi biziz her halde ülkesinden kaçan bizim ülkede soluğu alıyor bu kabullenebileceğimiz bir durum değil artık bu tür sonuclara bir çözüm bulmamız lazım.,manipulative
"@Akparti 'miz, kurulduğu günden bu yana ilk günkü heyecanla milletine sevdalı, milletine hizmetkâr olan #DİNAR teşkilatımız ile bir araya geldik.. #MemleketİşiGönülİşi 🇹🇷 @RTErdogan @erkankandemir @BaybaturMurat @necipfiliz @huseyinulucay03  https://t.co/Ca2gUKMfwC",not manipulative
"@ikalin1 Aileyi , toplumun fitratini korumak en az onlar kadar önemli .  Derin sulara açılırken evi sağlama almak lazım .  Yoksa dondugun de  evini bulamazsın bulamazsın.",not manipulative
@MHP_Bilgi Amin allah turkiyeyi ve dostlarını korusun hayırlı cumalar,not manipulative
@MHP_Bilgi Sayın Bahçeli keşke söylediklerinizle yaptıklarınız tutarlı olsa bir mhp li olarak bundan sonrası düşündürüyor beni,not manipulative
@ekrem_imamoglu Abi bu taksilerden bıktık. Neden uber gibi bir sistem çıkartıyorsunuz hem işsiz insanlar iş yapsın hem de devlete vergilerini versinler. Lütfen dikkate alın artık..,not manipulative
@meral_aksener Meral ablaya laf soyleyen cahildir akp usagidir bir paket caya satilan insandirrrrr,manipulative
@ekrem_imamoglu Teşekkürler @istanbulbld @ekrem_imamoglu ve kahraman itfaiye ekibi binlerce teşekkürler,not manipulative
@ekrem_imamoglu Meteolarda da ittirmek yasaklandimi,not manipulative
@meral_aksener Senin kafan bu işlere çalışmaz karışma sen git babanın yanına,manipulative
@MHP_Bilgi #EhliyetAffı  Ev ocak duman olduk,not manipulative
@tcbestepe  https://t.co/fN9GHMER9V,unusable
@ekrem_imamoglu Ne ara gittin geldin yine başkanım efsanesin Valla bak sana tatil gerçekten çok yakışıyor :)  https://t.co/yb6hBspIqz,manipulative
@ekrem_imamoglu Ekrem Başkan ve ekibi Hızır gibi yetişmedikleri yer yok Maşallah. İBB atom karınca gibi çalışıyor👊,not manipulative
@dbdevletbahceli,unusable
@tcbestepe milletçe alkışlıuoruz,not manipulative
@MHP_Bilgi @egm,unusable
@meral_aksener Meral hanım Bu çocuğun babası çıktı konuştu Hiç bir sorunlarının olmadığını söyledi. Elhamdülillah durumumuz iyi diyor. #YalanTerörü birdaha çöktü,not manipulative
@ekrem_imamoglu BU İKİLİ  ÇOK GÜÇLÜ  BİRİ CUMHURBAŞKANI OLACAK  BİRİ İSE BAŞBAKAN  HER ŞEY  ÇOK GÜZEL OLACAK,not manipulative
@meral_aksener Haklısın evladım Allah sizin yüzünüze baksın da bu kötü düzeni o düzeltsin dilerim.,not manipulative
@ekrem_imamoglu sayın başkanım bir kastamonu lu olarak bozkurt a çok üzüldük ama ben çatalzeytin li yim bu sel de ilçemiz çatalzeytin de çok ağır hasar aldı bağlantı köprüleri çöktü yollar gitti ilçenin şu şebekesi komple gitti lütfen yardım ların küçük bölümün de çatalzeytin i de unutmayalım,not manipulative
@MHP_Bilgi iki kelam yazı yaz bu işin  içinden kolayca kurtul insanları aptal yerine koymayı,not manipulative
"@meral_aksener Ulu Tanrım Türk'ünü ve Türk yurtlarını korusun, yüceltsin.",not manipulative
@ekrem_imamoglu,unusable
"@meral_aksener Sizde utanma olsa,18yıl önceki Türkiyeyi hatırlar ve ona utanırdınız!! Sizin itifak yapıp kazandığınız belediyelerde işçi maaşları bile ödenmiyor,Ak partinin yaptığı hizmetleri bile yürütemiyorsunuz 10parri bir araya geldiniz,bir Ak parti olamadınız!!!",manipulative
@meral_aksener Milletimizin başı sağ olsun,not manipulative
@herkesicinCHP Neden hiç ikdidar olmadığını düşündünüz mü?  #CHPyeAdayArıyoruz,not manipulative
@dbdevletbahceli  https://t.co/9kBGNVqQHv,unusable
@ekrem_imamoglu 👏🏻👏🏻👏🏻👏🏻👏🏻,unusable
"@meral_aksener Farkında mısın ,ortaklarınız ne der bu duruma",not manipulative
@ekrem_imamoglu Türkiye'yi İBB yönetiyor resmen. Bravo başkanım. @ekrem_imamoglu 🙏👏👏,not manipulative
"@MHP_Bilgi Sayın başkanım lütfen her yanlış davranışlarında eleştiri yapınız, sessiz kalmayınız bunların her dediği her yaptığı doğru değil inanın buna tepkinizi koyun özümüze dönelim.",not manipulative
@ekrem_imamoglu Tuzladaki kedileri nasıl öldürdünüz nasıl ölüme terk ettiniz adadaki atlar gibi  chp deyince tüylerim diken diken oluyor,manipulative
@herkesicinCHP İyi halt ediyorsunuz. İktidara çalışmaya devam. ABV.,not manipulative
@ekrem_imamoglu #SanctionsOnPakistan,unusable
@AKparti @herkesicinCHP @HDPgenelmerkezi @iyiparti @MHP_Bilgi @devapartisi  @GelecekPartiTR @SaadetPartisi @alibabacan @AvOzlemZengin @avcahitozkan @ctekurumsal,unusable
"@meral_aksener Meral,halkı küçümseyerek senin yaptığın bu siyaset ucuzdan da çok ucuz. Sanki sen torunlarına yaptığın alış verişini bit pazarından yapıyorsunda Başkan RTE’a bu vatandaşlık iyi dinle diye bağırıyorsun komedi valla 😂😂😂",manipulative
@meral_aksener Milletimizin başı sağolsun.,not manipulative
@meral_aksener Olurmu çekse malvarlığı açıklanacak.korkuya bak korkuya,not manipulative
@ekrem_imamoglu  Sayin baskanim Gorevini kotuye kullanip çocukların insanlarin ve hayvanlarin hayatini hice sayan bu vandala gerekli muameleyi yapacaginiza eminiz.,manipulative
@ekrem_imamoglu adammmm,not manipulative
"@ekrem_imamoglu Başkanım, yani diyorsun ki ak parti zamanında yapılan levent hisarüstü hattındaki yani nisbetiye ve etiler akp nı oy aldığı yerlerdi yine kartal kadıköy de öyle değil mi? (Seni salak seni)",manipulative
@faikoztrak Faik bey TV lere yazıyorum çok bilmiş gibi hiç gündeme almıyorlar Selde yıkılan Binaların müteahhidi kadar O binanın inşaatını  kontrol eden yapı denetim firması da  öncelikle sorumlu dur lütfen ülkemizde suyu çıkmış Yapı denetim firmalarıda çok sık gözlemlenmelidir,not manipulative
@ekrem_imamoglu ibb belbim Çekmeköy madenler hava sıcak insanlar uzun kuyrukta işlem bekleme süresi 1 saat  https://t.co/6C3lwbYuSE,not manipulative
"@RTErdogan Sayın başkanım,her şey güzel.Umarım daha da iyi olur.Yalnız halkımızın alım gücü düşük ve sıkıntılı.İnanın yaşam şartları zor.Sizden ricamiz bu konuda çalışma yapmanız.",not manipulative
@tcbestepe @RTErdogan 👏👏👏👏,unusable
@tcbestepe @RTErdogan Hocam Biraz daha sola kaydırır mısın? Yazıları okuyamıyorum.,not manipulative
@RTErdogan hayalim seninle tanışmak,not manipulative
@meral_aksener Siz gittiğiniz şehirlerde tiyatrolarınıza devam edin lütfen. anlamadığınız işlere burnunuzu sokmayın...😎,manipulative
@BY Elhamdülillah ido reisin tek doğrusu yok,manipulative
@tcbestepe @RTErdogan 😂😂,unusable
@ekrem_imamoglu  başkanımm istanbulun göbegini bok bastı inönü şişliye bi faydası olmadı muharremde kendi halinde bi insan bi faydanız olcakmı bize?_?,manipulative
@MHP_Bilgi Yoh yaaaaa senin yatacak yerin varmı dönek,manipulative
@meral_aksener önce siz gidin ozaman,not manipulative
@ekrem_imamoglu Başkan kartal a da el at gözünü seveyim 10 senedir bakan beyin keyfini bekliyoruz RİSKLİ alaniz. Araba geçerken bina yıkıldı burada Allah'ını seven duysun bizi,not manipulative
@tcbestepe kesinlikle ülkemize göçmen istemiyoruz olanlarda derhal sınır dışı edilmesini istiyoruz yeterin artık,manipulative
@Akparti #EhliyetAffı,unusable
@tcbestepe Ekonomi  yüklemiyor  ama bizim evimize her gün icra kağıtları geliyor      şu  şu anda iki icra karı geldi    ya,not manipulative
"@ekrem_imamoglu Yalancının mumu HDP ile buluşmaya gidinceye kadar yanar. Her evden bir oy dedikleriniz öldürdü, birlikte kahvaltıya gittikleriniz öldürdü",manipulative
@BY Ruhları şad mekanları cennet olsun inşallah,not manipulative
@ekrem_imamoglu Yeminle dalga geçiyor sanki Peki pkk Ermeni terör örgütü ile kim siyasi olarak ortak be efendi Bu Ana kuzusunu kimler ŞEHİT etti Bırakın bu alavere dalavereyi Bilinçli şuurlu insanlar biliyor her şeyi,manipulative
"@ekrem_imamoglu Mecidiyeköy-Mahmutbey metrosunun Kağıthane-Mecidiyeköy arası 5 aydır arızalı,giderilmesi için bir çalışma var mı,ne zaman hizmete girer Sn Başkanım?",not manipulative
@RTErdogan #FreeFredLumbuye #FreeAllPoliticalPrisonersinUganda #MuseveniMustGo #UgandaIsBleeding  https://t.co/hhXGkgH6HN,unusable
@ekrem_imamoglu Bu ne iki yüzlülük...,manipulative
@meral_aksener  https://t.co/8A5hwzZKFR artık bişi yapın yeter!!! #VatanEldenGidiyor,unusable
@herkesicinCHP Sınır namustur,not manipulative
@ekrem_imamoglu Karayollari gereken desteği veriyor  https://t.co/vTooudJcIS,not manipulative
@meral_aksener Güzel tiyatro,manipulative
@faikoztrak Anasıyla aynı yatakta yakalasa anasından şüphelenenler var ya işte onlar gitsin,manipulative
@MHP_Bilgi Var olsun Ülkü Ocakları,not manipulative
@RTErdogan Reis fikirtepe vartaş kiptaş torkam 10 yıl oldu imzalar atılalı bitmiş şimdide daireleri dağıtmıyor bekletiyor üç yıldır kira yardımıda yapmıyor illa seninmi fırçalaman söylemen lagzım,not manipulative
@meral_aksener 1000 yıl kalsanız iktidar olamayacaksınız.bu ucuz siyaset ile,not manipulative
@ekrem_imamoglu İBB nin Ekrumu  son zamanlarda bozulan otobüslerin yolcular tarafından itilmesi olayı çoğalınca dillere düşmekten utanmış olacak ki ittirmeyi yasaklamış. Yeni yöntemler arıyorlarmış...😃😃😃  https://t.co/HQvKmxyKQK,not manipulative
@ekrem_imamoglu @evrendevrimz Sizi Cumhurbaşkanı olarak görmek istiyoruz  yok Istanbul belediyesi Akp ye kalır vs gibi saçma nedenlerle aday olmanız engellenir ve yine Ekmeleddin gibi saçma bir adayla seçmenin önüne çıkmaz inşallah CHP,not manipulative
@ekrem_imamoglu Muharremlık paylaşmak mazlumun yanında olmaktır hz hüseyin mazlumun yanında oldu senin gibi koltuğa oturup garibin sosyal yardim parasini kesmedi böyle yaptığın sürece 2023 te biz engelliler sizlere oy yok vermeyeceğiz sende ıstambula ihanet ettin ekrem imamoglu senide gördük,not manipulative
